GeneName	Biotype	Position	NR:Seq-id	NR:Score	NR:Evalue	NR:Description	NT:Seq-id	NT:Score	NT:Evalue	NT:Description	Uniprot:UniProtKB-AC	Uniprot:Score	Uniprot:Evalue	Uniprot:Description	COG:gene	COG:Score	COG:Eval	COG:num	Pfam:pfam_ID	Pfam:pfam_Name	Pfam:pfam_Description	GO:biological_process	GO:cellular_component	GO:molecular_function	KEGG:KO	KEGG:Description	Lint1	Lint2	Lint3	Lint4	Lint5	Lint6	Llun1	Llun2	Llun3	Llun4	Llun5	Llun6	LMint1	LMint2	LMint3	LMint4	LMint5	LMint6	LMlun1	LMlun2	LMlun3	LMlun4	LMlun5	LMlun6	Mint1	Mint2	Mint3	Mint4	Mint5	Mint6	Mlun1	Mlun2	Mlun3	Mlun4	Mlun5	Mlun6	MLint1	MLint2	MLint3	MLint4	MLint5	MLint6	MLlun1	MLlun2	MLlun3	MLlun4	MLlun5	MLlun6
ag1	protein_coding	chrNC_030685.1:55625444-55632155:+	gi|47498026|ref|NP_998864.1|	925	7.00E-118	anterior gradient protein 1 precursor [Xenopus tropicalis]	gi|47498025|ref|NM_213699.1|	1998	0	Xenopus (Silurana) tropicalis anterior gradient 1 (ag1), mRNA	Q6NVS9	360	2.00E-119	Anterior gradient protein 1	.	.	.	.	pfam13899	Thioredoxin_7	Thioredoxin-like. Thioredoxins are small enzymes that participate in redox reactions, via the reversible oxidation of an active centre disulfide bond.	GO:0030154|cell differentiation;GO:0060548|negative regulation of cell death;	GO:0005783|endoplasmic reticulum;GO:0005576|extracellular region;	GO:0002162|dystroglycan binding;	.	.	69.96042226	64.57573465	55.21675789	74.43031399	99.49906096	77.4020315	3.026194462	4.651736546	3.678355258	4.842314404	4.77775641	1.725243456	77.31223224	458.0812689	87.75204361	82.31434482	68.34892598	75.32646092	7.638334575	14.01872899	6.463834521	8.899514839	13.98382133	8.031849492	83.95780751	87.59525743	80.5631655	88.02533377	60.75692281	129.6814924	21.98542988	21.37498665	8.474151983	12.48591655	6.140103264	11.90896906	42.43353132	63.00799899	64.15188642	50.05901352	97.13253342	49.84494712	4.438735519	7.473583725	3.626031891	3.554383732	4.278219976	3.92743068
pyy	protein_coding	chrNC_030686.1:13751554-13785955:+	gi|847168416|ref|XP_012808008.1|	495	2.00E-59	PREDICTED: pancreatic prohormone isoform X1 [Xenopus tropicalis]	gi|847168417|ref|XM_012952555.1|	1680	0	PREDICTED: Xenopus (Silurana) tropicalis peptide YY (pyy), transcript variant X2, mRNA	Q76CL2	94	6.00E-23	Peptide YY	.	.	.	.	pfam00159	Hormone_3	Pancreatic hormone peptide.	GO:0007218|neuropeptide signaling pathway;	GO:0005576|extracellular region;	.	.	.	48.08841874	48.31418541	26.16888095	41.74573571	54.39038827	33.9921009	0.0	0.058567	0.087776991	0.0	0.0	0.0	69.2973924	16.81192651	56.29221955	51.04992924	44.69825687	61.88241094	0.0	0.0	0.029742731	0.0	0.0	0.030752204	52.7022328	47.21291014	31.9517713	52.75532793	47.55548972	62.68193021	0.03190884	0.0	0.059152675	0.118629349	0.0	0.031173357	27.00207348	42.57973001	35.72953573	37.34898946	40.21732405	23.56014126	0.0	0.0	0.0	0.029412917	0.0	0.03053023
lum	protein_coding	chrNC_030679.1:46030704-46040500:-	gi|58332414|ref|NP_001011006.1|	1735	0	lumican precursor [Xenopus tropicalis]	gi|58332413|ref|NM_001011006.1|	2090	0	Xenopus (Silurana) tropicalis lumican (lum), mRNA	Q9DE67	476	2.00E-161	Lumican	alr0124_1	80.9	3.00E-15	COG4886	pfam13855	LRR_8	Leucine rich repeat.	GO:0030199|collagen fibril organization;GO:0007601|visual perception;	GO:0005578|proteinaceous extracellular matrix;	.	K08122	LUM; lumican	38.34020167	28.36332841	22.03339582	56.97184314	36.20068737	41.1787339	425.8447265	206.3564158	282.929315	257.0535965	281.9199692	215.9769452	44.04798626	52.16054826	27.49408796	24.89764391	30.82543606	43.00196717	244.0816983	112.1546522	200.1841958	103.5458559	193.0528177	229.532905	42.52601216	11.33234974	47.77037116	39.48224276	36.59055146	26.88095732	129.9357863	176.3207915	72.88628392	176.9724726	77.60883431	122.0831026	26.4235579	45.70177349	35.28911923	46.65637846	36.96457532	36.24900122	153.2262529	372.3515057	214.8274151	352.9491049	290.1077181	182.921922
col6a3	protein_coding	chrNC_030685.1:55178804-55266755:-	gi|512867316|ref|XP_002932067.2|	11604	0	PREDICTED: collagen alpha-3(VI) chain isoform X1 [Xenopus tropicalis]	gi|847166752|ref|XM_002932021.3|	11067	0	PREDICTED: Xenopus (Silurana) tropicalis collagen, type VI, alpha 3 (col6a3), transcript variant X1, mRNA	P15989	1061	0	Collagen alpha-3(VI) chain	.	.	.	.	pfam00092	VWA	von Willebrand factor type A domain.	GO:0007155|cell adhesion;	GO:0005581|collagen trimer;GO:0005578|proteinaceous extracellular matrix;	GO:0004867|serine-type endopeptidase inhibitor activity;	.	.	7.039800871	6.909781147	4.725007097	10.64799587	4.947537533	8.877134814	104.5756243	47.80702258	48.23168015	57.18080142	53.32286186	39.55286966	6.849043689	9.328716709	3.892814346	4.643740744	4.493687382	6.436169212	45.03235437	37.27215921	43.83332535	22.64806359	43.01697887	49.03809794	9.69701709	2.57263534	8.145008614	5.050525906	10.64395867	4.982787019	39.31752366	34.43774376	26.21966363	40.99145882	26.92763449	27.47591468	4.830970376	8.314970017	8.099862748	10.80911692	9.644689215	8.847437067	33.50845879	81.90197283	38.52051187	67.02944209	41.86690583	47.5743703
emilin1	protein_coding	chrNW_016684024.1:32372-41557:-	gi|148234006|ref|NP_001090870.1|	5021	0	EMILIN-1 [Xenopus tropicalis]	gi|148234005|ref|NM_001097401.1|	3201	0	Xenopus (Silurana) tropicalis elastin microfibril interfacer 1 (emilin1), mRNA	Q9Y6C2	666	0	EMILIN-1	.	.	.	.	pfam07546	EMI	EMI domain. The Pfam alignment is truncated at the C-terminus and does not include the final cysteine defined in Callebaut et al. This is to stop the family overlapping with other domains.	GO:0007155|cell adhesion;	GO:0005581|collagen trimer;GO:0070062|extracellular exosome;GO:0031012|extracellular matrix;GO:0005576|extracellular region;GO:0005578|proteinaceous extracellular matrix;	.	.	.	6.474074223	6.024193092	6.828881123	6.276201432	5.251290283	6.444805116	42.13102432	21.03846056	26.91186929	29.78315024	28.3516662	14.972065	10.87753786	4.068976582	5.269658405	6.566475114	7.144076578	7.538765675	27.00514341	15.51715751	27.92642742	18.85012201	24.94574905	40.36657039	10.33408848	3.572534101	10.99524696	9.130684111	19.98603639	6.668577197	28.25227344	25.8529679	23.09341547	26.84133686	25.40485831	21.04907057	7.445294189	6.1739634	9.590731498	8.373437261	12.53970742	9.90149458	21.293073	35.82752193	22.1504263	26.54790535	22.8572163	28.63585078
grem1	protein_coding	chrNC_030684.1:90329424-90343248:-	gi|148225953|ref|NP_001083746.1|	850	1.00E-109	gremlin-1 precursor [Xenopus laevis]	gi|154147687|ref|NM_001100231.1|	1287	0	Xenopus (Silurana) tropicalis gremlin 1, DAN family BMP antagonist (grem1), mRNA	O73754	330	9.00E-111	Gremlin-1	.	.	.	.	pfam03045	DAN	DAN domain. This domain contains 9 conserved cysteines and is extracellular. Therefore the cysteines may form disulphide bridges. This family of proteins has been termed the DAN family after the first member to be reported. This family includes DAN, Cerberus and Gremlin. The gremlin protein is an antagonist of bone morphogenetic protein signaling. It is postulated that all members of this family antagonise different TGF beta pfam00019 ligands. Recent work shows that the DAN protein is not an efficient antagonist of BMP-2/4 class signals, we found that DAN was able to interact with GDF-5 in a frog embryo assay, suggesting that DAN may regulate signaling by the GDF-5/6/7 class of BMPs in vivo.	GO:0048263|determination of dorsal identity;GO:0007399|nervous system development;GO:0014032|neural crest cell development;GO:0014029|neural crest formation;GO:0039022|pronephric duct development;GO:0035582|sequestering of BMP in extracellular matrix;GO:0032525|somite rostral/caudal axis specification;	GO:0005615|extracellular space;	GO:0036122|BMP binding;GO:0016015|morphogen activity;	.	.	5.736814671	3.285961061	4.596110046	3.318655996	3.941827973	4.018152308	2.369301723	2.300011682	2.386475132	2.865555218	3.67948729	2.079721166	13.87027448	3.355559114	2.716487767	5.336823472	7.355801091	3.68486398	1.636219935	0.545457832	3.81859399	1.284195933	2.502484217	1.904424749	3.821718719	1.569767774	8.239727339	8.078985315	13.93640402	4.30145766	1.783267376	4.404671094	0.625426309	4.389974011	1.625925746	1.459650855	3.170066481	2.85089077	6.174230697	4.811869275	6.967107155	6.366556375	3.531489561	7.211323124	3.777329178	4.131661833	3.724116858	3.781356657
gpi	protein_coding	chrNC_030680.1:19407485-19430385:-	gi|58332406|ref|NP_001011010.1|	2989	0	glucose-6-phosphate isomerase [Xenopus tropicalis]	gi|58332405|ref|NM_001011010.1|	2119	0	Xenopus (Silurana) tropicalis glucose-6-phosphate isomerase (gpi), mRNA	P06744	965	0	Glucose-6-phosphate isomerase	HI1576	722	0	COG0166	pfam00342	PGI	Phosphoglucose isomerase. Phosphoglucose isomerase catalyses the interconversion of glucose-6-phosphate and fructose-6-phosphate.	GO:0046185|aldehyde catabolic process;GO:0001525|angiogenesis;GO:0061621|canonical glycolysis;GO:0005975|carbohydrate metabolic process;GO:0034101|erythrocyte homeostasis;GO:0006094|gluconeogenesis;GO:0051156|glucose 6-phosphate metabolic process;GO:0042593|glucose homeostasis;GO:0007599|hemostasis;GO:0006959|humoral immune response;GO:0001701|in utero embryonic development;GO:0007611|learning or memory;GO:0001707|mesoderm formation;GO:0019242|methylglyoxal biosynthetic process;GO:0043154|negative regulation of cysteine-type endopeptidase activity involved in apoptotic process;GO:0043524|negative regulation of neuron apoptotic process;GO:0046686|response to cadmium ion;GO:0032355|response to estradiol;GO:0035902|response to immobilization stress;GO:0043278|response to morphine;GO:0035994|response to muscle stretch;GO:0032570|response to progesterone;GO:0033574|response to testosterone;	GO:0060170|ciliary membrane;GO:0005737|cytoplasm;GO:0005829|cytosol;GO:0070062|extracellular exosome;GO:0005615|extracellular space;GO:0016020|membrane;GO:0043209|myelin sheath;GO:0043005|neuron projection;GO:0005654|nucleoplasm;GO:0005886|plasma membrane;	GO:0004347|glucose-6-phosphate isomerase activity;GO:0016866|intramolecular transferase activity;GO:0048029|monosaccharide binding;GO:0031625|ubiquitin protein ligase binding;	K01810	GPI, pgi; glucose-6-phosphate isomerase [EC:5.3.1.9]	103.823851	104.5160421	123.8263321	93.09786866	88.44363565	98.60869282	56.52704191	150.4749012	63.13100221	147.1131855	58.82694857	88.1470924	115.3229368	100.6490657	92.9822615	118.6668582	102.7126075	101.627415	173.6905174	101.5548027	109.3782077	136.8693236	85.61191114	78.40415934	84.21951432	84.5076514	119.1947269	89.93796439	119.4211146	97.0341058	98.54321115	219.658727	514.7873413	94.14848518	137.7876337	173.9187225	106.6294826	113.3588076	95.95609456	123.8836031	108.599449	134.8455314	182.9484917	93.24788511	62.16507197	98.44745291	59.77158898	71.67393209
gip	protein_coding	chrNC_030686.1:5270215-5277756:-	gi|847167723|ref|XP_012826941.1|	867	8.00E-116	PREDICTED: gastric inhibitory polypeptide isoform X1 [Xenopus tropicalis]	gi|847167722|ref|XM_012971487.1|	667	0	PREDICTED: Xenopus (Silurana) tropicalis gastric inhibitory polypeptide (gip), transcript variant X1, mRNA	P48756	52.8	9.00E-08	Gastric inhibitory polypeptide	.	.	.	.	pfam00123	Hormone_2	Peptide hormone. This family contains glucagon, GIP, secretin and VIP.	GO:0008344|adult locomotory behavior;GO:0055123|digestive system development;GO:0031018|endocrine pancreas development;GO:0035640|exploration behavior;GO:0007565|female pregnancy;GO:0060291|long-term synaptic potentiation;GO:0007613|memory;GO:0043950|positive regulation of cAMP-mediated signaling;GO:0070094|positive regulation of glucagon secretion;GO:0010828|positive regulation of glucose transport;GO:0032024|positive regulation of insulin secretion;GO:0050796|regulation of insulin secretion;GO:0010447|response to acidic pH;GO:0043200|response to amino acid;GO:0048678|response to axon injury;GO:0042493|response to drug;GO:0009749|response to glucose;GO:0033993|response to lipid;GO:0014070|response to organic cyclic compound;GO:0043434|response to peptide hormone;GO:0010269|response to selenium ion;GO:0042594|response to starvation;GO:0019233|sensory perception of pain;GO:0070328|triglyceride homeostasis;	GO:0005615|extracellular space;GO:0043025|neuronal cell body;GO:0034774|secretory granule lumen;	.	K05258	GIP; gastric inhibitory polypeptide	169.664053	217.4625547	253.0354966	336.7977179	264.5586089	290.1951365	0.0	0.171486282	0.0	0.088174077	0.0	0.0	168.2859446	50.8960911	429.8807274	177.123744	280.5568804	325.6263918	0.186580155	0.088115564	0.0	0.0	0.0	0.0	545.5199866	352.6452204	396.0768662	567.4446813	56.16027929	336.5246232	0.0	0.0	0.0	0.0	0.0	0.0	259.1103199	181.6264382	204.4471581	254.075767	220.2441086	320.6095872	0.0	0.0	0.0	0.0	0.0	0.0
cfb	protein_coding	chrNC_030684.1:53744892-53777706:-	gi|512861354|ref|XP_002943021.2|	3444	0	PREDICTED: complement factor B-like [Xenopus tropicalis]	gi|847158885|ref|XM_002942975.3|	3130	0	PREDICTED: Xenopus (Silurana) tropicalis complement factor B-like (LOC100491419), mRNA	P04186	448	3.00E-141	Complement factor B	.	.	.	.	pfam00092	VWA	von Willebrand factor type A domain.	GO:0008283|cell proliferation;GO:0006957|complement activation, alternative pathway;	GO:0072562|blood microparticle;GO:0070062|extracellular exosome;GO:0005615|extracellular space;	GO:0004252|serine-type endopeptidase activity;	K01335	CFB; component factor B [EC:3.4.21.47]	15.9209124	10.32963438	2.26967675	12.07969241	9.178973995	4.115515558	88.4878746	112.1789085	68.90965933	190.4187109	85.0784091	55.61275818	10.32165867	197.5970547	1.863154404	13.49915931	6.82536578	4.068390523	117.7155694	1082.756538	117.894439	177.469402	122.7883152	120.1563372	6.501849455	6.515299947	9.427234577	4.076684494	33.95902513	7.229630757	171.8405002	157.6011832	212.9420895	119.8233823	396.9552632	267.3789731	3.037459597	5.010965945	5.382790304	3.526618423	8.976125516	8.094545637	135.1364694	138.2351342	110.839975	126.8618532	91.317761	122.8187413
adamtsl5	protein_coding	chrNC_030679.1:97653859-97689336:+	gi|301605335|ref|XP_002932288.1|	2766	0	PREDICTED: ADAMTS-like protein 5 [Xenopus tropicalis]	gi|847111877|ref|XM_002932242.3|	2955	0	PREDICTED: Xenopus (Silurana) tropicalis ADAMTS-like 5 (adamtsl5), mRNA	Q6ZMM2	345	7.00E-106	ADAMTS-like protein 5	.	.	.	.	pfam05986	ADAM_spacer1	ADAM-TS Spacer 1. This family represents the Spacer-1 region from the ADAM-TS family of metalloproteinases.	.	GO:0005576|extracellular region;GO:0001527|microfibril;GO:0005578|proteinaceous extracellular matrix;	GO:0008201|heparin binding;GO:0004222|metalloendopeptidase activity;GO:0008270|zinc ion binding;	.	.	3.174080378	5.671387165	6.355043694	6.544777793	4.627511804	5.548087029	36.89876329	29.37916913	53.85541696	51.82630562	41.5181112	19.24021084	8.027532984	3.968297375	5.408292727	8.09267205	4.899697466	7.924168371	61.61381839	108.0191556	56.92776795	79.45925515	66.67741258	62.70124554	6.587011614	4.651111494	8.993698931	6.186370227	6.056293509	6.419158466	107.2375139	68.17392838	62.76672312	102.2973091	80.60261078	108.7627034	6.935526158	6.808092968	5.703415135	4.832619516	5.67867428	8.710736034	61.549144	45.14210489	55.34935363	42.0668619	63.61157689	51.00959774
